base,ano_de,ano_ate,posicao,header_arquivo,chave_normalizada,nome_canonico,tipo,separador,decimal,aspas,nulos,encoding
RAIS_VINCULOS,2015,2015,34,Vl Remun Dezembro (SM),vl_remun_dezembro_sm,remun_dez_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,35,Vl Remun Média Nom,vl_remun_media_nom,remun_media_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,36,Vl Remun Média (SM),vl_remun_media_sm,remun_media_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,37,CNAE 2.0 Subclasse,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,38,Sexo Trabalhador,sexo_trabalhador,sexo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,39,Tamanho Estabelecimento,tamanho_estabelecimento,tamanho_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,41,Tipo Admissão,tipo_admissao,tipo_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,42,Tipo Estab,tipo_estab,tipo_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,43,Tipo Estab,tipo_estab,tipo_estab_nome,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,44,Tipo Defic,tipo_defic,tipo_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,45,Tipo Vínculo,tipo_vinculo,tipo_vinculo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,46,IBGE Subsetor,ibge_subsetor,ibge_subsetor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,47,Vl Rem Janeiro CC,vl_rem_janeiro_cc,remun_janeiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,48,Vl Rem Fevereiro CC,vl_rem_fevereiro_cc,remun_fevereiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,49,Vl Rem Março CC,vl_rem_marco_cc,remun_marco_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,50,Vl Rem Abril CC,vl_rem_abril_cc,remun_abril_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,51,Vl Rem Maio CC,vl_rem_maio_cc,remun_maio_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,52,Vl Rem Junho CC,vl_rem_junho_cc,remun_junho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,53,Vl Rem Julho CC,vl_rem_julho_cc,remun_julho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,54,Vl Rem Agosto CC,vl_rem_agosto_cc,remun_agosto_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,55,Vl Rem Setembro CC,vl_rem_setembro_cc,remun_setembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,56,Vl Rem Outubro CC,vl_rem_outubro_cc,remun_outubro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2015,2015,57,Vl Rem Novembro CC,vl_rem_novembro_cc,remun_novembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,1,Bairros SP,bairros_sp,bairro_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,2,Bairros Fortaleza,bairros_fortaleza,bairro_fortaleza,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,3,Bairros RJ,bairros_rj,bairro_rj,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,4,Causa Afastamento 1,causa_afastamento_1,causa_afastamento_1,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,5,Causa Afastamento 2,causa_afastamento_2,causa_afastamento_2,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,6,Causa Afastamento 3,causa_afastamento_3,causa_afastamento_3,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,7,Motivo Desligamento,motivo_desligamento,motivo_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,8,CBO Ocupação 2002,cbo_ocupacao_2002,cbo_2002,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,9,CNAE 2.0 Classe,cnae_2_0_classe,cnae20_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,10,CNAE 95 Classe,cnae_95_classe,cnae95_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,11,Distritos SP,distritos_sp,distrito_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,12,Vínculo Ativo 31/12,vinculo_ativo_31_12,vinculo_ativo_3112,BOOLEAN,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,13,Faixa Etária,faixa_etaria,faixa_etaria,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,14,Faixa Hora Contrat,faixa_hora_contrat,faixa_hora_contrat,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,15,Faixa Remun Dezem (SM),faixa_remun_dezem_sm,faixa_remun_dez_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,16,Faixa Remun Média (SM),faixa_remun_media_sm,faixa_remun_media_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,17,Faixa Tempo Emprego,faixa_tempo_emprego,faixa_tempo_emprego,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,18,Escolaridade após 2005,escolaridade_apos_2005,grau_instrucao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,19,Qtd Hora Contr,qtd_hora_contr,qtd_hora_contr,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,20,Idade,idade,idade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,21,Ind CEI Vinculado,ind_cei_vinculado,ind_cei_vinculado,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,22,Ind Simples,ind_simples,ind_simples,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,23,Mês Admissão,mes_admissao,mes_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,24,Mês Desligamento,mes_desligamento,mes_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,25,Mun Trab,mun_trab,mun_trab,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,26,Município,municipio,municipio,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,27,Nacionalidade,nacionalidade,nacionalidade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,28,Natureza Jurídica,natureza_juridica,natureza_juridica,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,29,Ind Portador Defic,ind_portador_defic,ind_portador_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,30,Qtd Dias Afastamento,qtd_dias_afastamento,qtd_dias_afastamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,31,Raça Cor,raca_cor,raca_cor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,32,Regiões Adm DF,regioes_adm_df,regiao_adm_df,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,33,Vl Remun Dezembro Nom,vl_remun_dezembro_nom,remun_dez_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,34,Vl Remun Dezembro (SM),vl_remun_dezembro_sm,remun_dez_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,35,Vl Remun Média Nom,vl_remun_media_nom,remun_media_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,36,Vl Remun Média (SM),vl_remun_media_sm,remun_media_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,37,CNAE 2.0 Subclasse,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,38,Sexo Trabalhador,sexo_trabalhador,sexo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,39,Tamanho Estabelecimento,tamanho_estabelecimento,tamanho_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,41,Tipo Admissão,tipo_admissao,tipo_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,42,Tipo Estab,tipo_estab,tipo_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,43,Tipo Estab,tipo_estab,tipo_estab_nome,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,44,Tipo Defic,tipo_defic,tipo_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,45,Tipo Vínculo,tipo_vinculo,tipo_vinculo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,46,IBGE Subsetor,ibge_subsetor,ibge_subsetor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,47,Vl Rem Janeiro CC,vl_rem_janeiro_cc,remun_janeiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,48,Vl Rem Fevereiro CC,vl_rem_fevereiro_cc,remun_fevereiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,49,Vl Rem Março CC,vl_rem_marco_cc,remun_marco_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,50,Vl Rem Abril CC,vl_rem_abril_cc,remun_abril_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,51,Vl Rem Maio CC,vl_rem_maio_cc,remun_maio_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,52,Vl Rem Junho CC,vl_rem_junho_cc,remun_junho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,53,Vl Rem Julho CC,vl_rem_julho_cc,remun_julho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,54,Vl Rem Agosto CC,vl_rem_agosto_cc,remun_agosto_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,55,Vl Rem Setembro CC,vl_rem_setembro_cc,remun_setembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,56,Vl Rem Outubro CC,vl_rem_outubro_cc,remun_outubro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,57,Vl Rem Novembro CC,vl_rem_novembro_cc,remun_novembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2016,2016,58,Ano Chegada Brasil,ano_chegada_brasil,ano_chegada_brasil,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,1,Bairros SP,bairros_sp,bairro_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,2,Bairros Fortaleza,bairros_fortaleza,bairro_fortaleza,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,3,Bairros RJ,bairros_rj,bairro_rj,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,4,Causa Afastamento 1,causa_afastamento_1,causa_afastamento_1,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,5,Causa Afastamento 2,causa_afastamento_2,causa_afastamento_2,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,6,Causa Afastamento 3,causa_afastamento_3,causa_afastamento_3,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,7,Motivo Desligamento,motivo_desligamento,motivo_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,8,CBO Ocupação 2002,cbo_ocupacao_2002,cbo_2002,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,9,CNAE 2.0 Classe,cnae_2_0_classe,cnae20_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,10,CNAE 95 Classe,cnae_95_classe,cnae95_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,11,Distritos SP,distritos_sp,distrito_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,12,Vínculo Ativo 31/12,vinculo_ativo_31_12,vinculo_ativo_3112,BOOLEAN,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,13,Faixa Etária,faixa_etaria,faixa_etaria,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,14,Faixa Hora Contrat,faixa_hora_contrat,faixa_hora_contrat,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,15,Faixa Remun Dezem (SM),faixa_remun_dezem_sm,faixa_remun_dez_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,16,Faixa Remun Média (SM),faixa_remun_media_sm,faixa_remun_media_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,17,Faixa Tempo Emprego,faixa_tempo_emprego,faixa_tempo_emprego,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,18,Escolaridade após 2005,escolaridade_apos_2005,grau_instrucao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,19,Qtd Hora Contr,qtd_hora_contr,qtd_hora_contr,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,20,Idade,idade,idade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,21,Ind CEI Vinculado,ind_cei_vinculado,ind_cei_vinculado,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,22,Ind Simples,ind_simples,ind_simples,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,23,Mês Admissão,mes_admissao,mes_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,24,Mês Desligamento,mes_desligamento,mes_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,25,Mun Trab,mun_trab,mun_trab,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,26,Município,municipio,municipio,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,27,Nacionalidade,nacionalidade,nacionalidade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,28,Natureza Jurídica,natureza_juridica,natureza_juridica,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,29,Ind Portador Defic,ind_portador_defic,ind_portador_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,30,Qtd Dias Afastamento,qtd_dias_afastamento,qtd_dias_afastamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,31,Raça Cor,raca_cor,raca_cor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,32,Regiões Adm DF,regioes_adm_df,regiao_adm_df,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,33,Vl Remun Dezembro Nom,vl_remun_dezembro_nom,remun_dez_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,34,Vl Remun Dezembro (SM),vl_remun_dezembro_sm,remun_dez_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,35,Vl Remun Média Nom,vl_remun_media_nom,remun_media_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,36,Vl Remun Média (SM),vl_remun_media_sm,remun_media_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,37,CNAE 2.0 Subclasse,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,38,Sexo Trabalhador,sexo_trabalhador,sexo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,39,Tamanho Estabelecimento,tamanho_estabelecimento,tamanho_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,41,Tipo Admissão,tipo_admissao,tipo_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,42,Tipo Estab,tipo_estab,tipo_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,43,Tipo Estab,tipo_estab,tipo_estab_nome,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,44,Tipo Defic,tipo_defic,tipo_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,45,Tipo Vínculo,tipo_vinculo,tipo_vinculo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,46,IBGE Subsetor,ibge_subsetor,ibge_subsetor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,47,Vl Rem Janeiro CC,vl_rem_janeiro_cc,remun_janeiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,48,Vl Rem Fevereiro CC,vl_rem_fevereiro_cc,remun_fevereiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,49,Vl Rem Março CC,vl_rem_marco_cc,remun_marco_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,50,Vl Rem Abril CC,vl_rem_abril_cc,remun_abril_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,51,Vl Rem Maio CC,vl_rem_maio_cc,remun_maio_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,52,Vl Rem Junho CC,vl_rem_junho_cc,remun_junho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,53,Vl Rem Julho CC,vl_rem_julho_cc,remun_julho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,54,Vl Rem Agosto CC,vl_rem_agosto_cc,remun_agosto_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,55,Vl Rem Setembro CC,vl_rem_setembro_cc,remun_setembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,56,Vl Rem Outubro CC,vl_rem_outubro_cc,remun_outubro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,57,Vl Rem Novembro CC,vl_rem_novembro_cc,remun_novembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,58,Ano Chegada Brasil,ano_chegada_brasil,ano_chegada_brasil,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,59,Ind Trab Parcial,ind_trab_parcial,ind_trab_parcial,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2017,2017,60,Ind Trab Intermitente,ind_trab_intermitente,ind_trab_intermitente,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,1,Bairros SP,bairros_sp,bairro_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,2,Bairros Fortaleza,bairros_fortaleza,bairro_fortaleza,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,3,Bairros RJ,bairros_rj,bairro_rj,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
