base,ano_de,ano_ate,posicao,header_arquivo,chave_normalizada,nome_canonico,tipo,separador,decimal,aspas,nulos,encoding
RAIS_VINCULOS,2018,2018,4,Causa Afastamento 1,causa_afastamento_1,causa_afastamento_1,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,5,Causa Afastamento 2,causa_afastamento_2,causa_afastamento_2,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,6,Causa Afastamento 3,causa_afastamento_3,causa_afastamento_3,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,7,Motivo Desligamento,motivo_desligamento,motivo_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,8,CBO Ocupação 2002,cbo_ocupacao_2002,cbo_2002,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,9,CNAE 2.0 Classe,cnae_2_0_classe,cnae20_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,10,CNAE 95 Classe,cnae_95_classe,cnae95_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,11,Distritos SP,distritos_sp,distrito_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,12,Vínculo Ativo 31/12,vinculo_ativo_31_12,vinculo_ativo_3112,BOOLEAN,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,13,Faixa Etária,faixa_etaria,faixa_etaria,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,14,Faixa Hora Contrat,faixa_hora_contrat,faixa_hora_contrat,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,15,Faixa Remun Dezem (SM),faixa_remun_dezem_sm,faixa_remun_dez_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,16,Faixa Remun Média (SM),faixa_remun_media_sm,faixa_remun_media_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,17,Faixa Tempo Emprego,faixa_tempo_emprego,faixa_tempo_emprego,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,18,Escolaridade após 2005,escolaridade_apos_2005,grau_instrucao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,19,Qtd Hora Contr,qtd_hora_contr,qtd_hora_contr,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,20,Idade,idade,idade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,21,Ind CEI Vinculado,ind_cei_vinculado,ind_cei_vinculado,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,22,Ind Simples,ind_simples,ind_simples,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,23,Mês Admissão,mes_admissao,mes_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,24,Mês Desligamento,mes_desligamento,mes_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,25,Mun Trab,mun_trab,mun_trab,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,26,Município,municipio,municipio,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,27,Nacionalidade,nacionalidade,nacionalidade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,28,Natureza Jurídica,natureza_juridica,natureza_juridica,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,29,Ind Portador Defic,ind_portador_defic,ind_portador_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,30,Qtd Dias Afastamento,qtd_dias_afastamento,qtd_dias_afastamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,31,Raça Cor,raca_cor,raca_cor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,32,Regiões Adm DF,regioes_adm_df,regiao_adm_df,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,33,Vl Remun Dezembro Nom,vl_remun_dezembro_nom,remun_dez_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,34,Vl Remun Dezembro (SM),vl_remun_dezembro_sm,remun_dez_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,35,Vl Remun Média Nom,vl_remun_media_nom,remun_media_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,36,Vl Remun Média (SM),vl_remun_media_sm,remun_media_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,37,CNAE 2.0 Subclasse,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,38,Sexo Trabalhador,sexo_trabalhador,sexo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,39,Tamanho Estabelecimento,tamanho_estabelecimento,tamanho_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,41,Tipo Admissão,tipo_admissao,tipo_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,42,Tipo Estab,tipo_estab,tipo_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,43,Tipo Estab,tipo_estab,tipo_estab_nome,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,44,Tipo Defic,tipo_defic,tipo_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,45,Tipo Vínculo,tipo_vinculo,tipo_vinculo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,46,IBGE Subsetor,ibge_subsetor,ibge_subsetor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,47,Vl Rem Janeiro CC,vl_rem_janeiro_cc,remun_janeiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,48,Vl Rem Fevereiro CC,vl_rem_fevereiro_cc,remun_fevereiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,49,Vl Rem Março CC,vl_rem_marco_cc,remun_marco_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,50,Vl Rem Abril CC,vl_rem_abril_cc,remun_abril_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,51,Vl Rem Maio CC,vl_rem_maio_cc,remun_maio_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,52,Vl Rem Junho CC,vl_rem_junho_cc,remun_junho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,53,Vl Rem Julho CC,vl_rem_julho_cc,remun_julho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,54,Vl Rem Agosto CC,vl_rem_agosto_cc,remun_agosto_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,55,Vl Rem Setembro CC,vl_rem_setembro_cc,remun_setembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,56,Vl Rem Outubro CC,vl_rem_outubro_cc,remun_outubro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,57,Vl Rem Novembro CC,vl_rem_novembro_cc,remun_novembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,58,Ano Chegada Brasil,ano_chegada_brasil,ano_chegada_brasil,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,59,Ind Trab Intermitente,ind_trab_intermitente,ind_trab_intermitente,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,60,Ind Trab Parcial,ind_trab_parcial,ind_trab_parcial,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,61,Tipo Salário,tipo_salario,tipo_salario,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2018,2018,62,Vl Salário Contratual,vl_salario_contratual,salario_contratual,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,1,Bairros SP,bairros_sp,bairro_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,2,Bairros Fortaleza,bairros_fortaleza,bairro_fortaleza,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,3,Bairros RJ,bairros_rj,bairro_rj,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,4,Causa Afastamento 1,causa_afastamento_1,causa_afastamento_1,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,5,Causa Afastamento 2,causa_afastamento_2,causa_afastamento_2,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,6,Causa Afastamento 3,causa_afastamento_3,causa_afastamento_3,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,7,Motivo Desligamento,motivo_desligamento,motivo_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,8,CBO Ocupação 2002,cbo_ocupacao_2002,cbo_2002,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,9,CNAE 2.0 Classe,cnae_2_0_classe,cnae20_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,10,CNAE 95 Classe,cnae_95_classe,cnae95_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,11,Distritos SP,distritos_sp,distrito_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,12,Vínculo Ativo 31/12,vinculo_ativo_31_12,vinculo_ativo_3112,BOOLEAN,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,13,Faixa Etária,faixa_etaria,faixa_etaria,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,14,Faixa Hora Contrat,faixa_hora_contrat,faixa_hora_contrat,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,15,Faixa Remun Dezem (SM),faixa_remun_dezem_sm,faixa_remun_dez_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,16,Faixa Remun Média (SM),faixa_remun_media_sm,faixa_remun_media_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,17,Faixa Tempo Emprego,faixa_tempo_emprego,faixa_tempo_emprego,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,18,Escolaridade após 2005,escolaridade_apos_2005,grau_instrucao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,19,Qtd Hora Contr,qtd_hora_contr,qtd_hora_contr,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,20,Idade,idade,idade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,21,Ind CEI Vinculado,ind_cei_vinculado,ind_cei_vinculado,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,22,Ind Simples,ind_simples,ind_simples,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,23,Mês Admissão,mes_admissao,mes_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,24,Mês Desligamento,mes_desligamento,mes_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,25,Mun Trab,mun_trab,mun_trab,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,26,Município,municipio,municipio,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,27,Nacionalidade,nacionalidade,nacionalidade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,28,Natureza Jurídica,natureza_juridica,natureza_juridica,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,29,Ind Portador Defic,ind_portador_defic,ind_portador_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,30,Qtd Dias Afastamento,qtd_dias_afastamento,qtd_dias_afastamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,31,Raça Cor,raca_cor,raca_cor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,32,Regiões Adm DF,regioes_adm_df,regiao_adm_df,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,33,Vl Remun Dezembro Nom,vl_remun_dezembro_nom,remun_dez_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,34,Vl Remun Dezembro (SM),vl_remun_dezembro_sm,remun_dez_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,35,Vl Remun Média Nom,vl_remun_media_nom,remun_media_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,36,Vl Remun Média (SM),vl_remun_media_sm,remun_media_sm,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,37,CNAE 2.0 Subclasse,cnae_2_0_subclasse,cnae20_subclasse,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,38,Sexo Trabalhador,sexo_trabalhador,sexo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,39,Tamanho Estabelecimento,tamanho_estabelecimento,tamanho_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,40,Tempo Emprego,tempo_emprego,tempo_emprego,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,41,Tipo Admissão,tipo_admissao,tipo_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,42,Tipo Estab,tipo_estab,tipo_estab,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,43,Tipo Estab,tipo_estab,tipo_estab_nome,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,44,Tipo Defic,tipo_defic,tipo_defic,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,45,Tipo Vínculo,tipo_vinculo,tipo_vinculo,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,46,IBGE Subsetor,ibge_subsetor,ibge_subsetor,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,47,Vl Rem Janeiro CC,vl_rem_janeiro_cc,remun_janeiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,48,Vl Rem Fevereiro CC,vl_rem_fevereiro_cc,remun_fevereiro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,49,Vl Rem Março CC,vl_rem_marco_cc,remun_marco_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,50,Vl Rem Abril CC,vl_rem_abril_cc,remun_abril_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,51,Vl Rem Maio CC,vl_rem_maio_cc,remun_maio_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,52,Vl Rem Junho CC,vl_rem_junho_cc,remun_junho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,53,Vl Rem Julho CC,vl_rem_julho_cc,remun_julho_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,54,Vl Rem Agosto CC,vl_rem_agosto_cc,remun_agosto_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,55,Vl Rem Setembro CC,vl_rem_setembro_cc,remun_setembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,56,Vl Rem Outubro CC,vl_rem_outubro_cc,remun_outubro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,57,Vl Rem Novembro CC,vl_rem_novembro_cc,remun_novembro_nom,DOUBLE,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,58,Ano Chegada Brasil,ano_chegada_brasil,ano_chegada_brasil,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,59,Ind Trab Intermitente,ind_trab_intermitente,ind_trab_intermitente,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2019,2019,60,Ind Trab Parcial,ind_trab_parcial,ind_trab_parcial,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,1,Bairros SP,bairros_sp,bairro_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,2,Bairros Fortaleza,bairros_fortaleza,bairro_fortaleza,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,3,Bairros RJ,bairros_rj,bairro_rj,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,4,Causa Afastamento 1,causa_afastamento_1,causa_afastamento_1,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,5,Causa Afastamento 2,causa_afastamento_2,causa_afastamento_2,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,6,Causa Afastamento 3,causa_afastamento_3,causa_afastamento_3,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,7,Motivo Desligamento,motivo_desligamento,motivo_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,8,CBO Ocupação 2002,cbo_ocupacao_2002,cbo_2002,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,9,CNAE 2.0 Classe,cnae_2_0_classe,cnae20_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,10,CNAE 95 Classe,cnae_95_classe,cnae95_classe,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,11,Distritos SP,distritos_sp,distrito_sp,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,12,Vínculo Ativo 31/12,vinculo_ativo_31_12,vinculo_ativo_3112,BOOLEAN,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,13,Faixa Etária,faixa_etaria,faixa_etaria,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,14,Faixa Hora Contrat,faixa_hora_contrat,faixa_hora_contrat,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,15,Faixa Remun Dezem (SM),faixa_remun_dezem_sm,faixa_remun_dez_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,16,Faixa Remun Média (SM),faixa_remun_media_sm,faixa_remun_media_sm,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,17,Faixa Tempo Emprego,faixa_tempo_emprego,faixa_tempo_emprego,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,18,Escolaridade após 2005,escolaridade_apos_2005,grau_instrucao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,19,Qtd Hora Contr,qtd_hora_contr,qtd_hora_contr,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,20,Idade,idade,idade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,21,Ind CEI Vinculado,ind_cei_vinculado,ind_cei_vinculado,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,22,Ind Simples,ind_simples,ind_simples,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,23,Mês Admissão,mes_admissao,mes_admissao,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,24,Mês Desligamento,mes_desligamento,mes_desligamento,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,25,Mun Trab,mun_trab,mun_trab,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,26,Município,municipio,municipio,VARCHAR,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
RAIS_VINCULOS,2020,2022,27,Nacionalidade,nacionalidade,nacionalidade,SMALLINT,;,",",,-1|{ñ class}|{ñ clas|{ñ c|{ñclass},cp1252
