cnae_classe,desc_classe,cnae_grupo,desc_grupo,cnae_divisao,desc_divisao,cnae_secao,desc_secao
28640,"FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DO VESTUÁRIO, DO COURO E DE CALÇADOS",286,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE USO INDUSTRIAL ESPECÍFICO,28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
28658,"FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DE CELULOSE, PAPEL E PAPELÃO E ARTEFATOS",286,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE USO INDUSTRIAL ESPECÍFICO,28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
28666,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A INDÚSTRIA DO PLÁSTICO,286,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE USO INDUSTRIAL ESPECÍFICO,28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
28691,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL ESPECÍFICO NÃO ESPECIFICADOS ANTERIORMENTE,286,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE USO INDUSTRIAL ESPECÍFICO,28,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
29107,"FABRICAÇÃO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS",291,"FABRICAÇÃO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS",29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29204,FABRICAÇÃO DE CAMINHÕES E ÔNIBUS,292,FABRICAÇÃO DE CAMINHÕES E ÔNIBUS,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29301,"FABRICAÇÃO DE CABINES, CARROCERIAS E REBOQUES PARA VEÍCULOS AUTOMOTORES",293,"FABRICAÇÃO DE CABINES, CARROCERIAS E REBOQUES PARA VEÍCULOS AUTOMOTORES",29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29417,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O SISTEMA MOTOR DE VEÍCULOS AUTOMOTORES,294,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29425,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA OS SISTEMAS DE MARCHA E TRANSMISSÃO DE VEÍCULOS AUTOMOTORES,294,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29433,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O SISTEMA DE FREIOS DE VEÍCULOS AUTOMOTORES,294,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29441,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA O SISTEMA DE DIREÇÃO E SUSPENSÃO DE VEÍCULOS AUTOMOTORES,294,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29450,"FABRICAÇÃO DE MATERIAL ELÉTRICO E ELETRÔNICO PARA VEÍCULOS AUTOMOTORES, EXCETO BATERIAS",294,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29492,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES NÃO ESPECIFICADOS ANTERIORMENTE,294,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
29506,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES,295,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES,29,"FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30113,CONSTRUÇÃO DE EMBARCAÇÕES E ESTRUTURAS FLUTUANTES,301,CONSTRUÇÃO DE EMBARCAÇÕES,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30121,CONSTRUÇÃO DE EMBARCAÇÕES PARA ESPORTE E LAZER,301,CONSTRUÇÃO DE EMBARCAÇÕES,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30318,"FABRICAÇÃO DE LOCOMOTIVAS, VAGÕES E OUTROS MATERIAIS RODANTES",303,FABRICAÇÃO DE VEÍCULOS FERROVIÁRIOS,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30326,FABRICAÇÃO DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS FERROVIÁRIOS,303,FABRICAÇÃO DE VEÍCULOS FERROVIÁRIOS,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30415,FABRICAÇÃO DE AERONAVES,304,FABRICAÇÃO DE AERONAVES,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30423,"FABRICAÇÃO DE TURBINAS, MOTORES E OUTROS COMPONENTES E PEÇAS PARA AERONAVES",304,FABRICAÇÃO DE AERONAVES,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30504,FABRICAÇÃO DE VEÍCULOS MILITARES DE COMBATE,305,FABRICAÇÃO DE VEÍCULOS MILITARES DE COMBATE,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30911,FABRICAÇÃO DE MOTOCICLETAS,309,FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30920,FABRICAÇÃO DE BICICLETAS E TRICICLOS NÃO MOTORIZADOS,309,FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
30997,FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE,309,FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE,30,"FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",C,INDÚSTRIAS DE TRANSFORMAÇÃO
31012,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA,310,FABRICAÇÃO DE MÓVEIS,31,FABRICAÇÃO DE MÓVEIS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
31021,FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE METAL,310,FABRICAÇÃO DE MÓVEIS,31,FABRICAÇÃO DE MÓVEIS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
31039,"FABRICAÇÃO DE MÓVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL",310,FABRICAÇÃO DE MÓVEIS,31,FABRICAÇÃO DE MÓVEIS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
31047,FABRICAÇÃO DE COLCHÕES,310,FABRICAÇÃO DE MÓVEIS,31,FABRICAÇÃO DE MÓVEIS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32116,LAPIDAÇÃO DE GEMAS E FABRICAÇÃO DE ARTEFATOS DE OURIVESARIA E JOALHERIA,321,"FABRICAÇÃO DE ARTIGOS DE JOALHERIA, BIJUTERIA E SEMELHANTES",32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32124,FABRICAÇÃO DE BIJUTERIAS E ARTEFATOS SEMELHANTES,321,"FABRICAÇÃO DE ARTIGOS DE JOALHERIA, BIJUTERIA E SEMELHANTES",32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32205,FABRICAÇÃO DE INSTRUMENTOS MUSICAIS,322,FABRICAÇÃO DE INSTRUMENTOS MUSICAIS,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32302,FABRICAÇÃO DE ARTEFATOS PARA PESCA E ESPORTE,323,FABRICAÇÃO DE ARTEFATOS PARA PESCA E ESPORTE,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32400,FABRICAÇÃO DE BRINQUEDOS E JOGOS RECREATIVOS,324,FABRICAÇÃO DE BRINQUEDOS E JOGOS RECREATIVOS,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32507,FABRICAÇÃO DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO E ODONTOLÓGICO E DE ARTIGOS ÓPTICOS,325,FABRICAÇÃO DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO E ODONTOLÓGICO E DE ARTIGOS ÓPTICOS,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32914,"FABRICAÇÃO DE ESCOVAS, PINCÉIS E VASSOURAS",329,FABRICAÇÃO DE PRODUTOS DIVERSOS,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32922,FABRICAÇÃO DE EQUIPAMENTOS E ACESSÓRIOS PARA SEGURANÇA E PROTEÇÃO PESSOAL E PROFISSIONAL,329,FABRICAÇÃO DE PRODUTOS DIVERSOS,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
32990,FABRICAÇÃO DE PRODUTOS DIVERSOS NÃO ESPECIFICADOS ANTERIORMENTE,329,FABRICAÇÃO DE PRODUTOS DIVERSOS,32,FABRICAÇÃO DE PRODUTOS DIVERSOS,C,INDÚSTRIAS DE TRANSFORMAÇÃO
33112,"MANUTENÇÃO E REPARAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS, EXCETO PARA VEÍCULOS",331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33121,MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS ELETRÔNICOS E ÓPTICOS,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33139,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS ELÉTRICOS,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33147,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33155,MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS FERROVIÁRIOS,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33163,MANUTENÇÃO E REPARAÇÃO DE AERONAVES,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33171,MANUTENÇÃO E REPARAÇÃO DE EMBARCAÇÕES,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33198,MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,331,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33210,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,332,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
33295,INSTALAÇÃO DE EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE,332,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,33,"MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",C,INDÚSTRIAS DE TRANSFORMAÇÃO
35115,GERAÇÃO DE ENERGIA ELÉTRICA,351,"GERAÇÃO, TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA",35,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",D,ELETRICIDADE E GÁS
35123,TRANSMISSÃO DE ENERGIA ELÉTRICA,351,"GERAÇÃO, TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA",35,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",D,ELETRICIDADE E GÁS
35131,COMÉRCIO ATACADISTA DE ENERGIA ELÉTRICA,351,"GERAÇÃO, TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA",35,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",D,ELETRICIDADE E GÁS
35140,DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,351,"GERAÇÃO, TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA",35,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",D,ELETRICIDADE E GÁS
35204,PRODUÇÃO DE GÁS; PROCESSAMENTO DE GÁS NATURAL; DISTRIBUIÇÃO DE COMBUSTÍVEIS GASOSOS POR REDES URBANAS,352,PRODUÇÃO E DISTRIBUIÇÃO DE COMBUSTÍVEIS GASOSOS POR REDES URBANAS,35,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",D,ELETRICIDADE E GÁS
35301,"PRODUÇÃO E DISTRIBUIÇÃO DE VAPOR, ÁGUA QUENTE E AR CONDICIONADO",353,"PRODUÇÃO E DISTRIBUIÇÃO DE VAPOR, ÁGUA QUENTE E AR CONDICIONADO",35,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",D,ELETRICIDADE E GÁS
36006,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",360,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",36,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
37011,GESTÃO DE REDES DE ESGOTO,370,ESGOTO E ATIVIDADES RELACIONADAS,37,ESGOTO E ATIVIDADES RELACIONADAS,E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
37029,"ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTÃO DE REDES",370,ESGOTO E ATIVIDADES RELACIONADAS,37,ESGOTO E ATIVIDADES RELACIONADAS,E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38114,COLETA DE RESÍDUOS NÃO PERIGOSOS,381,COLETA DE RESÍDUOS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38122,COLETA DE RESÍDUOS PERIGOSOS,381,COLETA DE RESÍDUOS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38211,TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS NÃO PERIGOSOS,382,TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38220,TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS PERIGOSOS,382,TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38319,RECUPERAÇÃO DE MATERIAIS METÁLICOS,383,RECUPERAÇÃO DE MATERIAIS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38327,RECUPERAÇÃO DE MATERIAIS PLÁSTICOS,383,RECUPERAÇÃO DE MATERIAIS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
38394,RECUPERAÇÃO DE MATERIAIS NÃO ESPECIFICADOS ANTERIORMENTE,383,RECUPERAÇÃO DE MATERIAIS,38,"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
39005,DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS,390,DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS,39,DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS,E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
41107,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,411,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,41,CONSTRUÇÃO DE EDIFÍCIOS,F,CONSTRUÇÃO
41204,CONSTRUÇÃO DE EDIFÍCIOS,412,CONSTRUÇÃO DE EDIFÍCIOS,41,CONSTRUÇÃO DE EDIFÍCIOS,F,CONSTRUÇÃO
42111,CONSTRUÇÃO DE RODOVIAS E FERROVIAS,421,"CONSTRUÇÃO DE RODOVIAS, FERROVIAS, OBRAS URBANAS E OBRAS-DE-ARTE ESPECIAIS",42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42120,CONSTRUÇÃO DE OBRAS DE ARTE ESPECIAIS,421,"CONSTRUÇÃO DE RODOVIAS, FERROVIAS, OBRAS URBANAS E OBRAS-DE-ARTE ESPECIAIS",42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42138,"OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",421,"CONSTRUÇÃO DE RODOVIAS, FERROVIAS, OBRAS URBANAS E OBRAS-DE-ARTE ESPECIAIS",42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42219,OBRAS PARA GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA E PARA TELECOMUNICAÇÕES,422,"OBRAS DE INFRA-ESTRUTURA PARA ENERGIA ELÉTRICA, TELECOMUNICAÇÕES, ÁGUA, ESGOTO E TRANSPORTE POR DUTOS",42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42227,"CONSTRUÇÃO DE REDES DE ABASTECIMENTO DE ÁGUA, COLETA DE ESGOTO E CONSTRUÇÕES CORRELATAS",422,"OBRAS DE INFRA-ESTRUTURA PARA ENERGIA ELÉTRICA, TELECOMUNICAÇÕES, ÁGUA, ESGOTO E TRANSPORTE POR DUTOS",42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42235,"CONSTRUÇÃO DE REDES DE TRANSPORTES POR DUTOS, EXCETO PARA ÁGUA E ESGOTO",422,"OBRAS DE INFRA-ESTRUTURA PARA ENERGIA ELÉTRICA, TELECOMUNICAÇÕES, ÁGUA, ESGOTO E TRANSPORTE POR DUTOS",42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42910,"OBRAS PORTUÁRIAS, MARÍTIMAS E FLUVIAIS",429,CONSTRUÇÃO DE OUTRAS OBRAS DE INFRA-ESTRUTURA,42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42928,MONTAGEM DE INSTALAÇÕES INDUSTRIAIS E DE ESTRUTURAS METÁLICAS,429,CONSTRUÇÃO DE OUTRAS OBRAS DE INFRA-ESTRUTURA,42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
42995,OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,429,CONSTRUÇÃO DE OUTRAS OBRAS DE INFRA-ESTRUTURA,42,OBRAS DE INFRA-ESTRUTURA,F,CONSTRUÇÃO
43118,DEMOLIÇÃO E PREPARAÇÃO DE CANTEIROS DE OBRAS,431,DEMOLIÇÃO E PREPARAÇÃO DO TERRENO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43126,PERFURAÇÕES E SONDAGENS,431,DEMOLIÇÃO E PREPARAÇÃO DO TERRENO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43134,OBRAS DE TERRAPLENAGEM,431,DEMOLIÇÃO E PREPARAÇÃO DO TERRENO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43193,SERVIÇOS DE PREPARAÇÃO DO TERRENO NÃO ESPECIFICADOS ANTERIORMENTE,431,DEMOLIÇÃO E PREPARAÇÃO DO TERRENO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43215,INSTALAÇÕES ELÉTRICAS,432,"INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES",43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43223,"INSTALAÇÕES HIDRÁULICAS, DE SISTEMAS DE VENTILAÇÃO E REFRIGERAÇÃO",432,"INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES",43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43291,OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,432,"INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES",43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43304,OBRAS DE ACABAMENTO,433,OBRAS DE ACABAMENTO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43916,OBRAS DE FUNDAÇÕES,439,OUTROS SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
43991,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,439,OUTROS SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,43,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,F,CONSTRUÇÃO
