caminho,diretorio,arquivo,extensao,bytes,modificado_em,base,ano,mes,recorte,fonte_meta
/pdet/microdados/RAIS/1995/BA1995.7z,/pdet/microdados/RAIS/1995,BA1995.7z,7z,17214328,07-06-16 01:01PM,RAIS_OUTRO,1995,,BA,LIST
/pdet/microdados/RAIS/1995/CE1995.7z,/pdet/microdados/RAIS/1995,CE1995.7z,7z,10386392,07-06-16 01:01PM,RAIS_OUTRO,1995,,CE,LIST
/pdet/microdados/RAIS/1995/DF1995.7z,/pdet/microdados/RAIS/1995,DF1995.7z,7z,9594701,07-06-16 01:01PM,RAIS_OUTRO,1995,,DF,LIST
/pdet/microdados/RAIS/1995/ES1995.7z,/pdet/microdados/RAIS/1995,ES1995.7z,7z,8533484,07-06-16 01:01PM,RAIS_OUTRO,1995,,ES,LIST
/pdet/microdados/RAIS/1995/ESTB1995.7z,/pdet/microdados/RAIS/1995,ESTB1995.7z,7z,20518631,07-19-16 01:05PM,RAIS_OUTRO,1995,,,LIST
/pdet/microdados/RAIS/1995/GO1995.7z,/pdet/microdados/RAIS/1995,GO1995.7z,7z,10117200,07-06-16 01:01PM,RAIS_OUTRO,1995,,GO,LIST
/pdet/microdados/RAIS/1995/IGNORADO1995.7z,/pdet/microdados/RAIS/1995,IGNORADO1995.7z,7z,189116,07-06-16 01:01PM,RAIS_OUTRO,1995,,,LIST
/pdet/microdados/RAIS/1995/MA1995.7z,/pdet/microdados/RAIS/1995,MA1995.7z,7z,3814695,07-06-16 01:01PM,RAIS_OUTRO,1995,,MA,LIST
/pdet/microdados/RAIS/1995/MG1995.7z,/pdet/microdados/RAIS/1995,MG1995.7z,7z,52411274,07-06-16 01:01PM,RAIS_OUTRO,1995,,MG,LIST
/pdet/microdados/RAIS/1995/MS1995.7z,/pdet/microdados/RAIS/1995,MS1995.7z,7z,5430814,07-06-16 01:02PM,RAIS_OUTRO,1995,,MS,LIST
/pdet/microdados/RAIS/1995/MT1995.7z,/pdet/microdados/RAIS/1995,MT1995.7z,7z,5135115,07-06-16 01:02PM,RAIS_OUTRO,1995,,MT,LIST
/pdet/microdados/RAIS/1995/PA1995.7z,/pdet/microdados/RAIS/1995,PA1995.7z,7z,7067499,07-06-16 01:02PM,RAIS_OUTRO,1995,,PA,LIST
/pdet/microdados/RAIS/1995/PB1995.7z,/pdet/microdados/RAIS/1995,PB1995.7z,7z,4749225,07-06-16 01:02PM,RAIS_OUTRO,1995,,PB,LIST
/pdet/microdados/RAIS/1995/PE1995.7z,/pdet/microdados/RAIS/1995,PE1995.7z,7z,14293650,01-22-26 03:37PM,RAIS_OUTRO,1995,,PE,LIST
/pdet/microdados/RAIS/1995/PI1995.7z,/pdet/microdados/RAIS/1995,PI1995.7z,7z,2647078,04-24-26 02:43PM,RAIS_OUTRO,1995,,PI,LIST
/pdet/microdados/RAIS/1995/PR1995.7z,/pdet/microdados/RAIS/1995,PR1995.7z,7z,31360665,04-24-26 02:43PM,RAIS_OUTRO,1995,,PR,LIST
/pdet/microdados/RAIS/1995/RJ1995.7z,/pdet/microdados/RAIS/1995,RJ1995.7z,7z,53383017,04-24-26 02:43PM,RAIS_OUTRO,1995,,RJ,LIST
/pdet/microdados/RAIS/1995/RN1995.7z,/pdet/microdados/RAIS/1995,RN1995.7z,7z,4232623,07-06-16 01:02PM,RAIS_OUTRO,1995,,RN,LIST
/pdet/microdados/RAIS/1995/RO1995.7z,/pdet/microdados/RAIS/1995,RO1995.7z,7z,2061393,04-24-26 02:43PM,RAIS_OUTRO,1995,,RO,LIST
/pdet/microdados/RAIS/1995/RR1995.7z,/pdet/microdados/RAIS/1995,RR1995.7z,7z,358564,07-06-16 01:02PM,RAIS_OUTRO,1995,,RR,LIST
/pdet/microdados/RAIS/1995/RS1995.7z,/pdet/microdados/RAIS/1995,RS1995.7z,7z,38004458,07-06-16 01:02PM,RAIS_OUTRO,1995,,RS,LIST
/pdet/microdados/RAIS/1995/SC1995.7z,/pdet/microdados/RAIS/1995,SC1995.7z,7z,20537473,07-06-16 01:02PM,RAIS_OUTRO,1995,,SC,LIST
/pdet/microdados/RAIS/1995/SE1995.7z,/pdet/microdados/RAIS/1995,SE1995.7z,7z,3057239,07-06-16 01:02PM,RAIS_OUTRO,1995,,SE,LIST
/pdet/microdados/RAIS/1995/SP1995.7z,/pdet/microdados/RAIS/1995,SP1995.7z,7z,177387940,04-24-26 02:43PM,RAIS_OUTRO,1995,,SP,LIST
/pdet/microdados/RAIS/1995/TO1995.7z,/pdet/microdados/RAIS/1995,TO1995.7z,7z,970936,07-06-16 01:03PM,RAIS_OUTRO,1995,,TO,LIST
/pdet/microdados/RAIS/1996/AC1996.7z,/pdet/microdados/RAIS/1996,AC1996.7z,7z,881224,07-06-16 11:33AM,RAIS_OUTRO,1996,,AC,LIST
/pdet/microdados/RAIS/1996/AL1996.7z,/pdet/microdados/RAIS/1996,AL1996.7z,7z,4596904,07-06-16 11:33AM,RAIS_OUTRO,1996,,AL,LIST
/pdet/microdados/RAIS/1996/AM1996.7z,/pdet/microdados/RAIS/1996,AM1996.7z,7z,4550354,07-06-16 11:33AM,RAIS_OUTRO,1996,,AM,LIST
/pdet/microdados/RAIS/1996/AP1996.7z,/pdet/microdados/RAIS/1996,AP1996.7z,7z,696771,07-06-16 11:33AM,RAIS_OUTRO,1996,,AP,LIST
/pdet/microdados/RAIS/1996/BA1996.7z,/pdet/microdados/RAIS/1996,BA1996.7z,7z,18384740,07-06-16 11:33AM,RAIS_OUTRO,1996,,BA,LIST
/pdet/microdados/RAIS/1996/CE1996.7z,/pdet/microdados/RAIS/1996,CE1996.7z,7z,11623446,07-06-16 11:33AM,RAIS_OUTRO,1996,,CE,LIST
/pdet/microdados/RAIS/1996/DF1996.7z,/pdet/microdados/RAIS/1996,DF1996.7z,7z,9880007,07-06-16 11:33AM,RAIS_OUTRO,1996,,DF,LIST
/pdet/microdados/RAIS/1996/ES1996.7z,/pdet/microdados/RAIS/1996,ES1996.7z,7z,9059272,07-06-16 11:33AM,RAIS_OUTRO,1996,,ES,LIST
/pdet/microdados/RAIS/1996/ESTB1996.7z,/pdet/microdados/RAIS/1996,ESTB1996.7z,7z,24090422,07-19-16 01:04PM,RAIS_OUTRO,1996,,,LIST
/pdet/microdados/RAIS/1996/GO1996.7z,/pdet/microdados/RAIS/1996,GO1996.7z,7z,10795937,07-06-16 11:33AM,RAIS_OUTRO,1996,,GO,LIST
/pdet/microdados/RAIS/1996/IGNORADO1996.7z,/pdet/microdados/RAIS/1996,IGNORADO1996.7z,7z,137958,07-06-16 11:33AM,RAIS_OUTRO,1996,,,LIST
/pdet/microdados/RAIS/1996/MA1996.7z,/pdet/microdados/RAIS/1996,MA1996.7z,7z,4091024,07-06-16 11:33AM,RAIS_OUTRO,1996,,MA,LIST
/pdet/microdados/RAIS/1996/MG1996.7z,/pdet/microdados/RAIS/1996,MG1996.7z,7z,55064936,07-06-16 11:33AM,RAIS_OUTRO,1996,,MG,LIST
/pdet/microdados/RAIS/1996/MS1996.7z,/pdet/microdados/RAIS/1996,MS1996.7z,7z,5467857,07-06-16 11:33AM,RAIS_OUTRO,1996,,MS,LIST
/pdet/microdados/RAIS/1996/MT1996.7z,/pdet/microdados/RAIS/1996,MT1996.7z,7z,5281775,07-06-16 11:33AM,RAIS_OUTRO,1996,,MT,LIST
/pdet/microdados/RAIS/1996/PA1996.7z,/pdet/microdados/RAIS/1996,PA1996.7z,7z,7156070,04-24-26 02:45PM,RAIS_OUTRO,1996,,PA,LIST
/pdet/microdados/RAIS/1996/PB1996.7z,/pdet/microdados/RAIS/1996,PB1996.7z,7z,4913633,07-06-16 11:33AM,RAIS_OUTRO,1996,,PB,LIST
/pdet/microdados/RAIS/1996/PE1996.7z,/pdet/microdados/RAIS/1996,PE1996.7z,7z,14930463,07-06-16 11:34AM,RAIS_OUTRO,1996,,PE,LIST
/pdet/microdados/RAIS/1996/PI1996.7z,/pdet/microdados/RAIS/1996,PI1996.7z,7z,2929028,07-06-16 11:34AM,RAIS_OUTRO,1996,,PI,LIST
/pdet/microdados/RAIS/1996/PR1996.7z,/pdet/microdados/RAIS/1996,PR1996.7z,7z,32280544,07-06-16 11:34AM,RAIS_OUTRO,1996,,PR,LIST
/pdet/microdados/RAIS/1996/RJ1996.7z,/pdet/microdados/RAIS/1996,RJ1996.7z,7z,58063965,07-06-16 11:34AM,RAIS_OUTRO,1996,,RJ,LIST
/pdet/microdados/RAIS/1996/RN1996.7z,/pdet/microdados/RAIS/1996,RN1996.7z,7z,4666369,07-06-16 11:34AM,RAIS_OUTRO,1996,,RN,LIST
/pdet/microdados/RAIS/1996/RO1996.7z,/pdet/microdados/RAIS/1996,RO1996.7z,7z,2041884,07-06-16 11:34AM,RAIS_OUTRO,1996,,RO,LIST
/pdet/microdados/RAIS/1996/RR1996.7z,/pdet/microdados/RAIS/1996,RR1996.7z,7z,407668,07-06-16 11:34AM,RAIS_OUTRO,1996,,RR,LIST
/pdet/microdados/RAIS/1996/RS1996.7z,/pdet/microdados/RAIS/1996,RS1996.7z,7z,38256267,04-24-26 02:45PM,RAIS_OUTRO,1996,,RS,LIST
/pdet/microdados/RAIS/1996/SC1996.7z,/pdet/microdados/RAIS/1996,SC1996.7z,7z,20391315,07-06-16 11:34AM,RAIS_OUTRO,1996,,SC,LIST
/pdet/microdados/RAIS/1996/SE1996.7z,/pdet/microdados/RAIS/1996,SE1996.7z,7z,3252560,07-06-16 11:34AM,RAIS_OUTRO,1996,,SE,LIST
/pdet/microdados/RAIS/1996/SP1996.7z,/pdet/microdados/RAIS/1996,SP1996.7z,7z,180829734,04-24-26 02:45PM,RAIS_OUTRO,1996,,SP,LIST
/pdet/microdados/RAIS/1996/TO1996.7z,/pdet/microdados/RAIS/1996,TO1996.7z,7z,1255524,07-06-16 11:34AM,RAIS_OUTRO,1996,,TO,LIST
/pdet/microdados/RAIS/1997/AC1997.7z,/pdet/microdados/RAIS/1997,AC1997.7z,7z,892621,07-06-16 11:13AM,RAIS_OUTRO,1997,,AC,LIST
/pdet/microdados/RAIS/1997/AL1997.7z,/pdet/microdados/RAIS/1997,AL1997.7z,7z,4466917,04-24-26 02:47PM,RAIS_OUTRO,1997,,AL,LIST
/pdet/microdados/RAIS/1997/AM1997.7z,/pdet/microdados/RAIS/1997,AM1997.7z,7z,4642267,07-06-16 11:13AM,RAIS_OUTRO,1997,,AM,LIST
/pdet/microdados/RAIS/1997/AP1997.7z,/pdet/microdados/RAIS/1997,AP1997.7z,7z,690193,07-06-16 11:13AM,RAIS_OUTRO,1997,,AP,LIST
/pdet/microdados/RAIS/1997/BA1997.7z,/pdet/microdados/RAIS/1997,BA1997.7z,7z,18871053,07-06-16 11:13AM,RAIS_OUTRO,1997,,BA,LIST
/pdet/microdados/RAIS/1997/CE1997.7z,/pdet/microdados/RAIS/1997,CE1997.7z,7z,11933928,07-06-16 11:13AM,RAIS_OUTRO,1997,,CE,LIST
/pdet/microdados/RAIS/1997/DF1997.7z,/pdet/microdados/RAIS/1997,DF1997.7z,7z,10259821,07-06-16 11:13AM,RAIS_OUTRO,1997,,DF,LIST
/pdet/microdados/RAIS/1997/ES1997.7z,/pdet/microdados/RAIS/1997,ES1997.7z,7z,9212062,07-06-16 11:13AM,RAIS_OUTRO,1997,,ES,LIST
/pdet/microdados/RAIS/1997/ESTB1997.7z,/pdet/microdados/RAIS/1997,ESTB1997.7z,7z,20706834,07-19-16 01:04PM,RAIS_OUTRO,1997,,,LIST
/pdet/microdados/RAIS/1997/GO1997.7z,/pdet/microdados/RAIS/1997,GO1997.7z,7z,11561614,07-06-16 11:13AM,RAIS_OUTRO,1997,,GO,LIST
/pdet/microdados/RAIS/1997/IGNORADO1997.7z,/pdet/microdados/RAIS/1997,IGNORADO1997.7z,7z,74679,07-06-16 11:13AM,RAIS_OUTRO,1997,,,LIST
/pdet/microdados/RAIS/1997/MA1997.7z,/pdet/microdados/RAIS/1997,MA1997.7z,7z,4274389,07-06-16 11:13AM,RAIS_OUTRO,1997,,MA,LIST
/pdet/microdados/RAIS/1997/MG1997.7z,/pdet/microdados/RAIS/1997,MG1997.7z,7z,56732934,07-06-16 11:14AM,RAIS_OUTRO,1997,,MG,LIST
/pdet/microdados/RAIS/1997/MS1997.7z,/pdet/microdados/RAIS/1997,MS1997.7z,7z,5629778,07-06-16 11:14AM,RAIS_OUTRO,1997,,MS,LIST
/pdet/microdados/RAIS/1997/MT1997.7z,/pdet/microdados/RAIS/1997,MT1997.7z,7z,5785516,07-06-16 11:14AM,RAIS_OUTRO,1997,,MT,LIST
/pdet/microdados/RAIS/1997/PA1997.7z,/pdet/microdados/RAIS/1997,PA1997.7z,7z,7095631,07-06-16 11:14AM,RAIS_OUTRO,1997,,PA,LIST
/pdet/microdados/RAIS/1997/PB1997.7z,/pdet/microdados/RAIS/1997,PB1997.7z,7z,5135951,04-24-26 02:47PM,RAIS_OUTRO,1997,,PB,LIST
/pdet/microdados/RAIS/1997/PE1997.7z,/pdet/microdados/RAIS/1997,PE1997.7z,7z,15074395,07-06-16 11:14AM,RAIS_OUTRO,1997,,PE,LIST
/pdet/microdados/RAIS/1997/PI1997.7z,/pdet/microdados/RAIS/1997,PI1997.7z,7z,2964726,07-06-16 11:14AM,RAIS_OUTRO,1997,,PI,LIST
/pdet/microdados/RAIS/1997/PR1997.7z,/pdet/microdados/RAIS/1997,PR1997.7z,7z,33246467,07-06-16 11:14AM,RAIS_OUTRO,1997,,PR,LIST
/pdet/microdados/RAIS/1997/RJ1997.7z,/pdet/microdados/RAIS/1997,RJ1997.7z,7z,56488688,04-24-26 02:47PM,RAIS_OUTRO,1997,,RJ,LIST
/pdet/microdados/RAIS/1997/RN1997.7z,/pdet/microdados/RAIS/1997,RN1997.7z,7z,4579689,07-06-16 11:14AM,RAIS_OUTRO,1997,,RN,LIST
/pdet/microdados/RAIS/1997/RO1997.7z,/pdet/microdados/RAIS/1997,RO1997.7z,7z,2444781,07-06-16 11:14AM,RAIS_OUTRO,1997,,RO,LIST
/pdet/microdados/RAIS/1997/RR1997.7z,/pdet/microdados/RAIS/1997,RR1997.7z,7z,416830,07-06-16 11:14AM,RAIS_OUTRO,1997,,RR,LIST
/pdet/microdados/RAIS/1997/RS1997.7z,/pdet/microdados/RAIS/1997,RS1997.7z,7z,38874651,04-24-26 02:47PM,RAIS_OUTRO,1997,,RS,LIST
/pdet/microdados/RAIS/1997/SC1997.7z,/pdet/microdados/RAIS/1997,SC1997.7z,7z,21277708,07-06-16 11:14AM,RAIS_OUTRO,1997,,SC,LIST
/pdet/microdados/RAIS/1997/SE1997.7z,/pdet/microdados/RAIS/1997,SE1997.7z,7z,3399103,07-06-16 11:14AM,RAIS_OUTRO,1997,,SE,LIST
/pdet/microdados/RAIS/1997/SP1997.7z,/pdet/microdados/RAIS/1997,SP1997.7z,7z,179458967,04-24-26 02:47PM,RAIS_OUTRO,1997,,SP,LIST
/pdet/microdados/RAIS/1997/TO1997.7z,/pdet/microdados/RAIS/1997,TO1997.7z,7z,1401881,07-06-16 11:15AM,RAIS_OUTRO,1997,,TO,LIST
/pdet/microdados/RAIS/1998/AC1998.7z,/pdet/microdados/RAIS/1998,AC1998.7z,7z,930093,04-24-26 02:49PM,RAIS_OUTRO,1998,,AC,LIST
/pdet/microdados/RAIS/1998/AL1998.7z,/pdet/microdados/RAIS/1998,AL1998.7z,7z,4431429,04-24-26 02:49PM,RAIS_OUTRO,1998,,AL,LIST
/pdet/microdados/RAIS/1998/AM1998.7z,/pdet/microdados/RAIS/1998,AM1998.7z,7z,4708684,04-24-26 02:49PM,RAIS_OUTRO,1998,,AM,LIST
/pdet/microdados/RAIS/1998/AP1998.7z,/pdet/microdados/RAIS/1998,AP1998.7z,7z,766705,04-25-16 11:00AM,RAIS_OUTRO,1998,,AP,LIST
/pdet/microdados/RAIS/1998/BA1998.7z,/pdet/microdados/RAIS/1998,BA1998.7z,7z,19885094,04-25-16 11:00AM,RAIS_OUTRO,1998,,BA,LIST
/pdet/microdados/RAIS/1998/CE1998.7z,/pdet/microdados/RAIS/1998,CE1998.7z,7z,12170738,04-25-16 11:00AM,RAIS_OUTRO,1998,,CE,LIST
/pdet/microdados/RAIS/1998/DF1998.7z,/pdet/microdados/RAIS/1998,DF1998.7z,7z,11072331,04-25-16 11:00AM,RAIS_OUTRO,1998,,DF,LIST
/pdet/microdados/RAIS/1998/ES1998.7z,/pdet/microdados/RAIS/1998,ES1998.7z,7z,9341963,04-25-16 11:00AM,RAIS_OUTRO,1998,,ES,LIST
/pdet/microdados/RAIS/1998/ESTB1998.7z,/pdet/microdados/RAIS/1998,ESTB1998.7z,7z,23807531,07-19-16 01:04PM,RAIS_OUTRO,1998,,,LIST
/pdet/microdados/RAIS/1998/GO1998.7z,/pdet/microdados/RAIS/1998,GO1998.7z,7z,12201004,04-24-26 02:49PM,RAIS_OUTRO,1998,,GO,LIST
/pdet/microdados/RAIS/1998/MA1998.7z,/pdet/microdados/RAIS/1998,MA1998.7z,7z,4431459,04-25-16 11:01AM,RAIS_OUTRO,1998,,MA,LIST
/pdet/microdados/RAIS/1998/MG1998.7z,/pdet/microdados/RAIS/1998,MG1998.7z,7z,59880066,04-25-16 11:01AM,RAIS_OUTRO,1998,,MG,LIST
/pdet/microdados/RAIS/1998/MS1998.7z,/pdet/microdados/RAIS/1998,MS1998.7z,7z,5946786,04-25-16 11:01AM,RAIS_OUTRO,1998,,MS,LIST
/pdet/microdados/RAIS/1998/MT1998.7z,/pdet/microdados/RAIS/1998,MT1998.7z,7z,6302869,04-25-16 11:01AM,RAIS_OUTRO,1998,,MT,LIST
/pdet/microdados/RAIS/1998/PA1998.7z,/pdet/microdados/RAIS/1998,PA1998.7z,7z,7611093,04-25-16 11:01AM,RAIS_OUTRO,1998,,PA,LIST
/pdet/microdados/RAIS/1998/PB1998.7z,/pdet/microdados/RAIS/1998,PB1998.7z,7z,5332226,04-25-16 11:01AM,RAIS_OUTRO,1998,,PB,LIST
/pdet/microdados/RAIS/1998/PE1998.7z,/pdet/microdados/RAIS/1998,PE1998.7z,7z,14853218,04-25-16 11:01AM,RAIS_OUTRO,1998,,PE,LIST
/pdet/microdados/RAIS/1998/PI1998.7z,/pdet/microdados/RAIS/1998,PI1998.7z,7z,3179806,04-25-16 11:01AM,RAIS_OUTRO,1998,,PI,LIST
/pdet/microdados/RAIS/1998/PR1998.7z,/pdet/microdados/RAIS/1998,PR1998.7z,7z,34192576,04-25-16 11:01AM,RAIS_OUTRO,1998,,PR,LIST
/pdet/microdados/RAIS/1998/RJ1998.7z,/pdet/microdados/RAIS/1998,RJ1998.7z,7z,56444036,04-25-16 11:01AM,RAIS_OUTRO,1998,,RJ,LIST
/pdet/microdados/RAIS/1998/RN1998.7z,/pdet/microdados/RAIS/1998,RN1998.7z,7z,4905862,04-25-16 11:01AM,RAIS_OUTRO,1998,,RN,LIST
/pdet/microdados/RAIS/1998/RO1998.7z,/pdet/microdados/RAIS/1998,RO1998.7z,7z,2588174,04-25-16 11:01AM,RAIS_OUTRO,1998,,RO,LIST
/pdet/microdados/RAIS/1998/RR1998.7z,/pdet/microdados/RAIS/1998,RR1998.7z,7z,476158,04-25-16 11:01AM,RAIS_OUTRO,1998,,RR,LIST
/pdet/microdados/RAIS/1998/RS1998.7z,/pdet/microdados/RAIS/1998,RS1998.7z,7z,39206959,04-25-16 11:01AM,RAIS_OUTRO,1998,,RS,LIST
/pdet/microdados/RAIS/1998/SC1998.7z,/pdet/microdados/RAIS/1998,SC1998.7z,7z,21373055,04-25-16 11:01AM,RAIS_OUTRO,1998,,SC,LIST
/pdet/microdados/RAIS/1998/SE1998.7z,/pdet/microdados/RAIS/1998,SE1998.7z,7z,3523514,04-25-16 11:01AM,RAIS_OUTRO,1998,,SE,LIST
/pdet/microdados/RAIS/1998/SP1998.7z,/pdet/microdados/RAIS/1998,SP1998.7z,7z,176742983,04-25-16 11:02AM,RAIS_OUTRO,1998,,SP,LIST
/pdet/microdados/RAIS/1998/TO1998.7z,/pdet/microdados/RAIS/1998,TO1998.7z,7z,1709287,04-25-16 11:02AM,RAIS_OUTRO,1998,,TO,LIST
/pdet/microdados/RAIS/1999/AC1999.7z,/pdet/microdados/RAIS/1999,AC1999.7z,7z,1120841,04-25-16 11:02AM,RAIS_OUTRO,1999,,AC,LIST
/pdet/microdados/RAIS/1999/AL1999.7z,/pdet/microdados/RAIS/1999,AL1999.7z,7z,5501137,04-25-16 11:02AM,RAIS_OUTRO,1999,,AL,LIST
/pdet/microdados/RAIS/1999/AM1999.7z,/pdet/microdados/RAIS/1999,AM1999.7z,7z,5850679,04-25-16 11:02AM,RAIS_OUTRO,1999,,AM,LIST
/pdet/microdados/RAIS/1999/AP1999.7z,/pdet/microdados/RAIS/1999,AP1999.7z,7z,1003549,04-25-16 11:02AM,RAIS_OUTRO,1999,,AP,LIST
/pdet/microdados/RAIS/1999/BA1999.7z,/pdet/microdados/RAIS/1999,BA1999.7z,7z,25486961,04-25-16 11:02AM,RAIS_OUTRO,1999,,BA,LIST
/pdet/microdados/RAIS/1999/CE1999.7z,/pdet/microdados/RAIS/1999,CE1999.7z,7z,14932206,04-25-16 11:02AM,RAIS_OUTRO,1999,,CE,LIST
/pdet/microdados/RAIS/1999/DF1999.7z,/pdet/microdados/RAIS/1999,DF1999.7z,7z,14764090,04-25-16 11:02AM,RAIS_OUTRO,1999,,DF,LIST
/pdet/microdados/RAIS/1999/ES1999.7z,/pdet/microdados/RAIS/1999,ES1999.7z,7z,11837266,04-25-16 11:02AM,RAIS_OUTRO,1999,,ES,LIST
/pdet/microdados/RAIS/1999/ESTB1999.7z,/pdet/microdados/RAIS/1999,ESTB1999.7z,7z,27650680,07-19-16 01:04PM,RAIS_OUTRO,1999,,,LIST
/pdet/microdados/RAIS/1999/GO1999.7z,/pdet/microdados/RAIS/1999,GO1999.7z,7z,15772164,04-24-26 02:51PM,RAIS_OUTRO,1999,,GO,LIST
/pdet/microdados/RAIS/1999/MA1999.7z,/pdet/microdados/RAIS/1999,MA1999.7z,7z,5377956,04-25-16 11:02AM,RAIS_OUTRO,1999,,MA,LIST
/pdet/microdados/RAIS/1999/MG1999.7z,/pdet/microdados/RAIS/1999,MG1999.7z,7z,75172729,04-25-16 11:02AM,RAIS_OUTRO,1999,,MG,LIST
/pdet/microdados/RAIS/1999/MS1999.7z,/pdet/microdados/RAIS/1999,MS1999.7z,7z,7670463,04-25-16 11:02AM,RAIS_OUTRO,1999,,MS,LIST
/pdet/microdados/RAIS/1999/MT1999.7z,/pdet/microdados/RAIS/1999,MT1999.7z,7z,8071256,04-25-16 11:02AM,RAIS_OUTRO,1999,,MT,LIST
/pdet/microdados/RAIS/1999/PA1999.7z,/pdet/microdados/RAIS/1999,PA1999.7z,7z,10037245,04-25-16 11:02AM,RAIS_OUTRO,1999,,PA,LIST
/pdet/microdados/RAIS/1999/PB1999.7z,/pdet/microdados/RAIS/1999,PB1999.7z,7z,6767617,04-25-16 11:02AM,RAIS_OUTRO,1999,,PB,LIST
/pdet/microdados/RAIS/1999/PE1999.7z,/pdet/microdados/RAIS/1999,PE1999.7z,7z,18991566,04-25-16 11:02AM,RAIS_OUTRO,1999,,PE,LIST
/pdet/microdados/RAIS/1999/PI1999.7z,/pdet/microdados/RAIS/1999,PI1999.7z,7z,3860268,04-25-16 11:02AM,RAIS_OUTRO,1999,,PI,LIST
/pdet/microdados/RAIS/1999/PR1999.7z,/pdet/microdados/RAIS/1999,PR1999.7z,7z,43565265,04-25-16 11:03AM,RAIS_OUTRO,1999,,PR,LIST
/pdet/microdados/RAIS/1999/RJ1999.7z,/pdet/microdados/RAIS/1999,RJ1999.7z,7z,69748507,04-25-16 11:03AM,RAIS_OUTRO,1999,,RJ,LIST
/pdet/microdados/RAIS/1999/RN1999.7z,/pdet/microdados/RAIS/1999,RN1999.7z,7z,6445128,04-25-16 11:03AM,RAIS_OUTRO,1999,,RN,LIST
/pdet/microdados/RAIS/1999/RO1999.7z,/pdet/microdados/RAIS/1999,RO1999.7z,7z,3355014,04-25-16 11:03AM,RAIS_OUTRO,1999,,RO,LIST
/pdet/microdados/RAIS/1999/RR1999.7z,/pdet/microdados/RAIS/1999,RR1999.7z,7z,539444,04-25-16 11:03AM,RAIS_OUTRO,1999,,RR,LIST
/pdet/microdados/RAIS/1999/RS1999.7z,/pdet/microdados/RAIS/1999,RS1999.7z,7z,50766628,04-25-16 11:03AM,RAIS_OUTRO,1999,,RS,LIST
/pdet/microdados/RAIS/1999/SC1999.7z,/pdet/microdados/RAIS/1999,SC1999.7z,7z,28625744,04-25-16 11:03AM,RAIS_OUTRO,1999,,SC,LIST
/pdet/microdados/RAIS/1999/SE1999.7z,/pdet/microdados/RAIS/1999,SE1999.7z,7z,4351436,04-25-16 11:03AM,RAIS_OUTRO,1999,,SE,LIST
/pdet/microdados/RAIS/1999/SP1999.7z,/pdet/microdados/RAIS/1999,SP1999.7z,7z,223619872,04-24-26 02:51PM,RAIS_OUTRO,1999,,SP,LIST
/pdet/microdados/RAIS/1999/TO1999.7z,/pdet/microdados/RAIS/1999,TO1999.7z,7z,2142942,04-24-26 02:51PM,RAIS_OUTRO,1999,,TO,LIST
/pdet/microdados/RAIS/2000/AC2000.7z,/pdet/microdados/RAIS/2000,AC2000.7z,7z,1234217,04-25-16 01:31PM,RAIS_OUTRO,2000,,AC,LIST
/pdet/microdados/RAIS/2000/AL2000.7z,/pdet/microdados/RAIS/2000,AL2000.7z,7z,5861740,04-25-16 01:31PM,RAIS_OUTRO,2000,,AL,LIST
/pdet/microdados/RAIS/2000/AM2000.7z,/pdet/microdados/RAIS/2000,AM2000.7z,7z,6075447,04-25-16 01:31PM,RAIS_OUTRO,2000,,AM,LIST
/pdet/microdados/RAIS/2000/AP2000.7z,/pdet/microdados/RAIS/2000,AP2000.7z,7z,1042829,04-25-16 01:31PM,RAIS_OUTRO,2000,,AP,LIST
/pdet/microdados/RAIS/2000/BA2000.7z,/pdet/microdados/RAIS/2000,BA2000.7z,7z,27456566,04-25-16 01:32PM,RAIS_OUTRO,2000,,BA,LIST
/pdet/microdados/RAIS/2000/CE2000.7z,/pdet/microdados/RAIS/2000,CE2000.7z,7z,15870827,04-25-16 01:32PM,RAIS_OUTRO,2000,,CE,LIST
/pdet/microdados/RAIS/2000/DF2000.7z,/pdet/microdados/RAIS/2000,DF2000.7z,7z,16393974,04-24-26 02:55PM,RAIS_OUTRO,2000,,DF,LIST
/pdet/microdados/RAIS/2000/ES2000.7z,/pdet/microdados/RAIS/2000,ES2000.7z,7z,12899435,04-25-16 01:32PM,RAIS_OUTRO,2000,,ES,LIST
/pdet/microdados/RAIS/2000/ESTB2000.7z,/pdet/microdados/RAIS/2000,ESTB2000.7z,7z,29557366,07-19-16 01:02PM,RAIS_OUTRO,2000,,,LIST
/pdet/microdados/RAIS/2000/GO2000.7z,/pdet/microdados/RAIS/2000,GO2000.7z,7z,17578438,04-25-16 01:32PM,RAIS_OUTRO,2000,,GO,LIST
/pdet/microdados/RAIS/2000/MA2000.7z,/pdet/microdados/RAIS/2000,MA2000.7z,7z,5726681,04-25-16 01:32PM,RAIS_OUTRO,2000,,MA,LIST
/pdet/microdados/RAIS/2000/MG2000.7z,/pdet/microdados/RAIS/2000,MG2000.7z,7z,79137500,04-24-26 02:55PM,RAIS_OUTRO,2000,,MG,LIST
/pdet/microdados/RAIS/2000/MS2000.7z,/pdet/microdados/RAIS/2000,MS2000.7z,7z,8194728,04-25-16 01:32PM,RAIS_OUTRO,2000,,MS,LIST
/pdet/microdados/RAIS/2000/MT2000.7z,/pdet/microdados/RAIS/2000,MT2000.7z,7z,9133565,01-22-26 03:35PM,RAIS_OUTRO,2000,,MT,LIST
